gap_duration,contrast,n_flashes,response,rt,subject
14,0.5,2,0,0.693359375,28
21,0.5,2,1,0.681640625,28
0,1,1,0,0.619140625,28
42,1,2,1,0.591796875,28
0,0.5,1,0,0.916015625,28
0,1,1,0,0.6171875,28
0,0.5,1,0,0.65234375,28
0,1,1,0,0.6953125,28
0,0.5,1,0,0.591796875,28
14,1,2,1,0.68359375,28
14,0.5,2,0,1.083984375,28
14,0.5,2,0,0.693359375,28
0,0.5,1,0,0.736328125,28
7,1,2,0,0.61328125,28
0,1,1,0,0.744140625,28
0,1,1,0,0.58984375,28
14,1,2,1,0.833984375,28
42,0.5,2,1,0.611328125,28
42,0.5,2,1,0.54296875,28
0,1,1,0,0.603515625,28
0,0.5,1,0,0.513671875,28
0,0.5,1,0,0.615234375,28
0,0.5,1,0,0.6328125,28
0,1,1,0,0.716796875,28
0,0.5,1,0,0.634765625,28
35,0.5,2,1,0.513671875,28
0,0.5,1,0,0.669921875,28
0,1,1,1,0.68359375,28
0,1,1,0,0.685546875,28
28,0.5,2,1,0.734375,28
42,1,2,1,0.646484375,28
0,1,1,0,0.708984375,28
0,0.5,1,0,0.744140625,28
28,1,2,1,0.59765625,28
7,0.5,2,0,0.63671875,28
14,1,2,1,0.544921875,28
0,0.5,1,0,0.59375,28
0,0.5,1,0,0.623046875,28
0,0.5,1,0,0.576171875,28
0,1,1,0,0.662109375,28
35,0.5,2,1,0.693359375,28
7,1,2,0,0.59765625,28
0,1,1,0,0.580078125,28
14,0.5,2,0,0.669921875,28
21,1,2,1,0.580078125,28
0,1,1,0,0.638671875,28
0,1,1,0,0.56640625,28
14,1,2,1,0.65234375,28
0,1,1,0,0.58203125,28
0,1,1,0,0.65234375,28
0,0.5,1,0,0.54296875,28
0,1,1,1,1.427734375,28
7,0.5,2,0,0.67578125,28
0,0.5,1,0,0.818359375,28
0,1,1,0,1.013671875,28
0,1,1,0,0.76953125,28
21,1,2,1,0.640625,28
28,0.5,2,1,1.6328125,28
35,1,2,1,0.515625,28
7,0.5,2,0,0.646484375,28
28,0.5,2,1,0.55859375,28
21,1,2,1,0.59765625,28
0,1,1,0,0.79296875,28
0,1,1,0,0.72265625,28
0,1,1,0,1.33203125,28
28,1,2,1,0.50390625,28
0,0.5,1,0,0.5859375,28
0,0.5,1,0,0.583984375,28
0,1,1,0,0.60546875,28
42,0.5,2,1,0.53125,28
0,0.5,1,0,0.578125,28
0,1,1,0,0.826171875,28
35,1,2,1,0.55078125,28
14,1,2,1,0.5234375,28
0,1,1,0,0.736328125,28
42,1,2,1,0.51171875,28
21,0.5,2,1,0.625,28
7,0.5,2,0,0.611328125,28
0,0.5,1,0,0.556640625,28
0,1,1,0,0.62890625,28
0,0.5,1,0,0.541015625,28
35,1,2,1,0.609375,28
0,1,1,0,0.759765625,28
0,1,1,0,0.6015625,28
14,1,2,1,2.392578125,28
42,0.5,2,1,0.521484375,28
0,0.5,1,0,0.642578125,28
0,1,1,0,0.66796875,28
21,1,2,1,0.5859375,28
28,0.5,2,1,0.6875,28
0,1,1,0,0.748046875,28
14,0.5,2,0,0.6796875,28
14,0.5,2,1,0.6640625,28
0,0.5,1,0,0.60546875,28
0,0.5,1,0,0.537109375,28
28,1,2,1,0.72265625,28
0,1,1,0,0.611328125,28
7,1,2,0,0.576171875,28
0,0.5,1,0,0.58203125,28
21,1,2,1,0.74609375,28
0,1,1,0,0.6328125,28
7,0.5,2,0,0.59765625,28
28,1,2,1,0.603515625,28
7,0.5,2,0,0.595703125,28
0,1,1,0,0.56640625,28
42,1,2,1,0.650390625,28
0,0.5,1,0,0.61328125,28
7,1,2,0,0.578125,28
14,0.5,2,1,0.51953125,28
14,1,2,1,0.50390625,28
0,1,1,0,0.599609375,28
0,1,1,0,0.630859375,28
0,0.5,1,0,0.5,28
7,0.5,2,0,0.53125,28
28,0.5,2,1,0.763671875,28
0,1,1,0,0.611328125,28
14,1,2,1,0.54296875,28
28,1,2,1,0.58203125,28
0,0.5,1,0,0.546875,28
42,1,2,1,0.576171875,28
0,1,1,0,0.560546875,28
0,0.5,1,0,0.556640625,28
21,0.5,2,1,0.521484375,28
42,0.5,2,1,0.51171875,28
0,0.5,1,0,0.6015625,28
14,0.5,2,1,1.58984375,28
0,1,1,0,0.6015625,28
42,0.5,2,1,0.587890625,28
0,0.5,1,0,0.60546875,28
0,0.5,1,0,0.58203125,28
42,0.5,2,1,0.572265625,28
0,0.5,1,0,0.580078125,28
28,1,2,1,0.5234375,28
7,1,2,0,0.6015625,28
21,0.5,2,1,0.501953125,28
7,0.5,2,0,0.53125,28
21,1,2,1,0.4609375,28
7,0.5,2,0,0.560546875,28
0,0.5,1,0,0.529296875,28
28,0.5,2,1,0.4765625,28
0,0.5,1,0,0.498046875,28
0,1,1,0,0.525390625,28
35,0.5,2,0,0.5390625,28
14,1,2,1,0.580078125,28
7,1,2,0,0.521484375,28
0,1,1,0,0.529296875,28
0,0.5,1,0,0.544921875,28
0,1,1,0,1.26953125,28
14,0.5,2,0,1.275390625,28
0,0.5,1,0,0.55078125,28
0,0.5,1,0,0.611328125,28
21,1,2,1,0.541015625,28
0,1,1,0,0.5703125,28
0,1,1,0,0.9375,28
0,1,1,0,0.544921875,28
0,0.5,1,0,0.61328125,28
0,0.5,1,0,0.552734375,28
0,0.5,1,0,0.630859375,28
0,1,1,0,0.748046875,28
0,0.5,1,0,0.5703125,28
0,0.5,1,0,0.912109375,28
0,0.5,1,0,0.689453125,28
0,1,1,0,0.908203125,28
0,1,1,0,0.740234375,28
0,1,1,0,0.880859375,28
14,0.5,2,1,0.724609375,28
0,0.5,1,0,0.703125,28
0,1,1,0,0.83984375,28
0,1,1,0,0.75390625,28
0,0.5,1,0,1.30859375,28
42,0.5,2,1,0.650390625,28
0,0.5,1,0,0.767578125,28
42,0.5,2,1,0.546875,28
28,1,2,1,0.556640625,28
7,0.5,2,0,0.53125,28
0,1,1,0,0.677734375,28
0,0.5,1,0,0.525390625,28
14,1,2,0,1.130859375,28
42,0.5,2,1,0.5859375,28
7,1,2,0,0.58203125,28
14,1,2,1,0.5,28
0,0.5,1,0,0.626953125,28
0,1,1,0,0.703125,28
0,0.5,1,0,0.603515625,28
28,0.5,2,1,0.498046875,28
0,0.5,1,0,0.521484375,28
0,0.5,1,0,0.546875,28
21,1,2,1,0.48046875,28
0,1,1,0,0.51953125,28
0,1,1,0,0.55078125,28
14,0.5,2,0,0.658203125,28
14,0.5,2,0,0.609375,28
0,0.5,1,0,0.615234375,28
0,0.5,1,0,0.640625,28
0,0.5,1,0,0.583984375,28
28,1,2,1,0.47265625,28
0,1,1,0,0.564453125,28
0,1,1,0,0.71484375,28
0,1,1,0,0.5625,28
0,1,1,0,0.693359375,28
21,0.5,2,1,0.455078125,28
7,0.5,2,0,0.572265625,28
0,1,1,0,0.69140625,29
42,1,2,1,0.7265625,29
28,1,2,1,0.638671875,29
7,0.5,2,0,0.54296875,29
0,1,1,0,0.611328125,29
0,0.5,1,0,0.4765625,29
0,1,1,0,0.51171875,29
0,0.5,1,0,0.556640625,29
0,1,1,0,0.65234375,29
7,1,2,0,0.62109375,29
0,0.5,1,0,0.59375,29
0,1,1,0,1.169921875,29
35,0.5,2,1,0.568359375,29
28,1,2,1,1.142578125,29
0,1,1,0,1.009765625,29
7,1,2,1,2.01171875,29
0,1,1,0,0.6640625,29
42,1,2,1,0.556640625,29
0,1,1,0,0.560546875,29
0,0.5,1,0,0.58203125,29
28,0.5,2,1,0.712890625,29
21,1,2,1,0.630859375,29
21,0.5,2,1,0.865234375,29
28,0.5,2,0,1.11328125,29
0,0.5,1,0,0.662109375,29
35,1,2,1,0.55859375,29
14,1,2,1,0.89453125,29
42,1,2,1,0.560546875,29
14,1,2,1,0.859375,29
7,1,2,0,0.755859375,29
0,1,1,0,1.310546875,29
0,0.5,1,0,0.74609375,29
21,0.5,2,1,0.630859375,29
42,0.5,2,1,0.54296875,29
14,1,2,1,0.623046875,29
7,1,2,0,0.552734375,29
0,0.5,1,0,1.966796875,29
35,1,2,1,0.529296875,29
35,1,2,1,0.583984375,29
14,0.5,2,1,0.609375,29
0,0.5,1,0,0.607421875,29
21,0.5,2,1,0.515625,29
21,0.5,2,1,0.572265625,29
21,1,2,1,0.560546875,29
21,0.5,2,1,0.60546875,29
7,1,2,0,0.66796875,29
28,0.5,2,1,1.462890625,29
42,1,2,1,0.560546875,29
0,1,1,0,0.59375,29
14,0.5,2,0,1.583984375,29
14,1,2,0,0.798828125,29
28,0.5,2,1,0.6015625,29
28,1,2,1,0.62890625,29
0,0.5,1,0,0.63671875,29
42,1,2,1,0.642578125,29
28,1,2,1,0.572265625,29
0,1,1,0,0.67578125,29
0,1,1,0,0.5078125,29
0,1,1,0,0.533203125,29
0,0.5,1,0,0.5078125,29
28,1,2,1,0.537109375,29
14,0.5,2,0,0.564453125,29
35,0.5,2,1,0.583984375,29
35,1,2,1,0.474609375,29
21,1,2,1,0.451171875,29
0,0.5,1,0,0.611328125,29
28,1,2,1,1.0625,29
21,0.5,2,1,1.115234375,29
0,0.5,1,0,0.55078125,29
0,0.5,1,0,0.505859375,29
21,0.5,2,0,1.189453125,29
0,1,1,0,0.55078125,29
0,0.5,1,0,0.4609375,29
0,0.5,1,0,0.509765625,29
0,1,1,0,0.533203125,29
21,1,2,1,0.51171875,29
0,1,1,0,0.591796875,29
28,1,2,1,0.4921875,29
0,1,1,0,0.59375,29
0,1,1,0,0.76171875,29
28,0.5,2,1,0.46875,29
35,1,2,1,0.451171875,29
35,0.5,2,1,0.484375,29
0,1,1,0,0.525390625,29
0,0.5,1,0,0.525390625,29
21,0.5,2,1,0.541015625,29
21,1,2,1,0.49609375,29
7,1,2,0,0.48046875,29
28,0.5,2,1,0.5625,29
0,0.5,1,0,0.47265625,29
0,0.5,1,0,0.6328125,29
0,0.5,1,0,0.515625,29
0,1,1,0,0.408203125,29
28,0.5,2,1,0.4921875,29
7,0.5,2,0,0.546875,29
0,0.5,1,0,1.15625,29
0,1,1,0,0.63671875,29
0,0.5,1,0,0.4765625,29
7,1,2,0,0.623046875,29
0,1,1,0,0.48828125,29
35,0.5,2,1,0.419921875,29
0,1,1,0,0.716796875,29
35,0.5,2,1,0.55078125,29
0,1,1,0,0.515625,29
14,1,2,1,0.458984375,29
28,1,2,1,0.45703125,29
0,1,1,0,0.55078125,29
0,1,1,0,0.615234375,29
14,1,2,1,0.458984375,29
7,0.5,2,1,0.8671875,29
28,1,2,1,0.47265625,29
35,1,2,1,0.453125,29
0,1,1,0,0.8984375,29
0,0.5,1,0,0.57421875,29
42,0.5,2,1,0.521484375,29
35,1,2,1,0.455078125,29
0,1,1,0,0.5,29
35,0.5,2,1,0.48046875,29
0,0.5,1,0,0.634765625,29
0,0.5,1,0,0.58203125,29
7,1,2,0,0.5859375,29
0,0.5,1,0,0.58984375,29
7,0.5,2,0,0.63671875,29
7,0.5,2,0,0.70703125,29
7,0.5,2,0,0.748046875,29
21,1,2,1,0.416015625,29
28,1,2,1,0.453125,29
0,0.5,1,0,0.755859375,29
28,0.5,2,1,0.46875,29
28,0.5,2,1,0.486328125,29
21,1,2,1,0.619140625,29
0,0.5,1,0,0.5703125,29
14,0.5,2,0,0.60546875,29
21,1,2,1,0.41015625,29
21,1,2,1,0.439453125,29
35,0.5,2,1,0.509765625,29
28,0.5,2,1,0.462890625,29
0,0.5,1,0,0.578125,29
0,1,1,0,0.515625,29
35,1,2,1,0.4296875,29
0,1,1,0,0.578125,29
0,0.5,1,0,0.54296875,29
21,0.5,2,1,0.4609375,29
0,0.5,1,0,0.7109375,29
28,0.5,2,1,0.501953125,29
21,0.5,2,1,0.490234375,29
21,1,2,1,0.400390625,29
0,1,1,0,0.52734375,29
0,1,1,0,0.564453125,29
0,1,1,0,0.48046875,29
21,0.5,2,1,0.466796875,29
0,1,1,0,0.494140625,29
0,0.5,1,0,0.486328125,29
21,0.5,2,1,0.51953125,29
35,0.5,2,0,0.609375,29
21,0.5,2,1,0.619140625,29
0,0.5,1,0,0.51171875,29
7,1,2,0,0.716796875,29
0,0.5,1,0,0.78125,29
0,0.5,1,0,0.541015625,29
0,1,1,0,0.56640625,29
7,1,2,0,0.53125,29
14,0.5,2,0,0.517578125,29
0,0.5,1,0,0.57421875,29
42,1,2,1,0.556640625,29
0,0.5,1,0,0.5703125,29
35,1,2,1,0.453125,29
0,0.5,1,0,0.70703125,29
7,0.5,2,0,0.501953125,29
0,1,1,0,0.5703125,29
42,1,2,1,0.412109375,29
0,0.5,1,0,0.58984375,29
14,1,2,1,0.544921875,29
0,0.5,1,0,0.509765625,29
14,0.5,2,1,0.6328125,29
21,0.5,2,1,0.509765625,29
0,1,1,0,0.54296875,29
0,1,1,0,0.568359375,29
0,0.5,1,0,0.564453125,29
0,1,1,0,0.501953125,29
0,0.5,1,0,0.546875,29
14,1,2,1,0.548828125,29
14,0.5,2,1,0.802734375,29
14,0.5,2,1,0.810546875,29
0,0.5,1,0,0.626953125,29
7,1,2,0,0.578125,29
0,1,1,0,0.615234375,29
0,1,1,1,0.458984375,29
14,1,2,1,0.443359375,29
0,0.5,1,1,0.5859375,29
42,0.5,2,1,0.431640625,29
0,1,1,0,0.615234375,29
0,0.5,1,0,0.66015625,29
0,0.5,1,0,0.66015625,29
0,0.5,1,0,0.64453125,29
0,1,1,0,0.546875,29
0,0.5,1,0,0.630859375,29
35,0.5,2,1,0.4296875,29
0,0.5,1,0,0.5703125,29
0,1,1,0,0.751953125,29
0,1,1,0,0.541015625,29
28,0.5,2,1,0.4921875,29
0,0.5,1,0,1.0234375,29
42,1,2,1,0.5703125,29
0,1,1,0,1.3125,29
0,0.5,1,0,0.60546875,29
28,1,2,1,0.671875,29
0,0.5,1,1,0.634765625,29
0,0.5,1,0,0.533203125,29
0,0.5,1,0,0.580078125,29
0,1,1,0,0.5703125,29
35,0.5,2,1,0.533203125,29
7,1,2,0,0.642578125,29
0,1,1,0,0.53125,29
7,1,2,1,0.63671875,29
14,0.5,2,0,0.568359375,29
21,1,2,1,0.431640625,29
0,1,1,0,0.994140625,29
0,1,1,0,0.99609375,29
14,1,2,0,0.482421875,29
0,1,1,1,0.787109375,29
0,1,1,0,0.609375,29
0,0.5,1,0,0.482421875,29
0,1,1,0,0.5625,29
0,1,1,1,0.958984375,29
7,0.5,2,1,1.08203125,29
0,0.5,1,0,0.638671875,29
0,1,1,1,0.568359375,29
0,1,1,0,1.28515625,29
21,1,2,1,0.51953125,29
28,0.5,2,1,0.5234375,29
35,1,2,1,0.478515625,29
7,0.5,2,0,0.572265625,29
28,0.5,2,1,0.4921875,29
21,1,2,1,0.4609375,29
0,1,1,0,1.046875,29
0,1,1,0,0.6015625,29
0,1,1,0,0.5078125,29
28,1,2,1,0.501953125,29
0,0.5,1,0,0.640625,29
0,0.5,1,0,0.72265625,29
0,1,1,0,0.671875,29
42,0.5,2,1,0.5,29
14,0.5,2,0,0.5703125,29
0,0.5,1,0,0.578125,29
0,1,1,0,0.90234375,29
35,1,2,1,0.470703125,29
14,1,2,1,0.513671875,29
0,1,1,0,0.642578125,29
42,1,2,1,0.56640625,29
21,0.5,2,1,0.572265625,29
7,0.5,2,0,0.533203125,29
0,0.5,1,0,0.802734375,29
0,1,1,1,0.6875,29
0,0.5,1,0,0.548828125,29
35,1,2,1,0.494140625,29
0,1,1,0,0.494140625,29
0,1,1,0,0.876953125,29
14,1,2,1,0.478515625,29
42,0.5,2,1,0.44140625,29
0,0.5,1,0,0.677734375,29
0,1,1,0,0.591796875,29
21,1,2,1,0.529296875,29
28,0.5,2,1,0.447265625,29
0,1,1,0,0.806640625,29
14,0.5,2,0,1.25390625,29
14,0.5,2,0,1.21875,29
0,0.5,1,0,0.541015625,29
0,0.5,1,0,0.6875,29
28,1,2,1,0.54296875,29
0,1,1,1,1.9375,29
7,1,2,1,1.185546875,29
0,0.5,1,0,0.55078125,29
21,1,2,1,0.62109375,29
0,1,1,0,0.5703125,29
7,0.5,2,0,0.525390625,29
28,1,2,1,0.5234375,29
7,0.5,2,0,0.6171875,29
0,1,1,0,0.77734375,29
42,1,2,1,0.552734375,29
0,0.5,1,0,0.505859375,29
7,1,2,0,0.572265625,29
14,0.5,2,0,0.5234375,29
14,1,2,1,0.40234375,29
0,1,1,0,0.51953125,29
0,1,1,0,0.5625,29
0,0.5,1,0,0.51953125,29
7,0.5,2,0,0.576171875,29
28,0.5,2,1,0.517578125,29
14,1,2,1,0.46875,29
28,1,2,1,0.40234375,29
0,0.5,1,0,0.482421875,29
42,1,2,1,0.40625,29
0,1,1,0,0.5390625,29
0,0.5,1,0,0.537109375,29
21,0.5,2,1,0.4453125,29
42,0.5,2,1,0.4453125,29
0,0.5,1,0,0.576171875,29
14,0.5,2,1,0.728515625,29
0,1,1,1,0.74609375,29
42,0.5,2,1,0.466796875,29
0,0.5,1,0,0.580078125,29
0,0.5,1,0,0.529296875,29
42,0.5,2,1,0.48046875,29
0,0.5,1,0,0.494140625,29
28,1,2,1,0.416015625,29
7,1,2,1,0.7421875,29
21,0.5,2,1,0.494140625,29
7,0.5,2,0,0.58203125,29
21,1,2,1,0.955078125,29
7,0.5,2,0,0.5859375,29
0,0.5,1,0,0.580078125,29
28,0.5,2,1,0.47265625,29
0,0.5,1,0,0.61328125,29
0,1,1,0,1.087890625,29
35,0.5,2,1,0.490234375,29
14,1,2,0,0.5234375,29
7,1,2,0,1.16796875,29
0,1,1,0,0.708984375,29
0,0.5,1,0,0.55859375,29
0,1,1,0,0.533203125,29
14,0.5,2,0,0.5546875,29
0,0.5,1,0,0.544921875,29
0,0.5,1,0,0.54296875,29
21,1,2,1,0.4375,29
0,1,1,1,0.947265625,29
0,1,1,0,0.58203125,29
0,1,1,0,0.61328125,29
0,0.5,1,0,0.541015625,29
0,0.5,1,0,0.681640625,29
0,0.5,1,0,0.484375,29
0,1,1,0,0.5625,29
0,0.5,1,0,0.75390625,29
0,0.5,1,0,0.556640625,29
0,0.5,1,0,0.609375,29
0,1,1,0,0.982421875,29
0,1,1,0,0.544921875,29
0,1,1,0,0.51171875,29
14,0.5,2,1,0.50390625,29
0,0.5,1,0,0.6015625,29
0,1,1,0,0.693359375,29
0,1,1,0,0.599609375,29
0,0.5,1,0,0.626953125,29
42,0.5,2,1,0.482421875,29
0,0.5,1,0,0.708984375,29
42,0.5,2,1,0.517578125,29
28,1,2,1,0.46875,29
7,0.5,2,0,1.396484375,29
0,1,1,0,0.5625,29
0,0.5,1,0,0.53125,29
14,1,2,1,0.603515625,29
42,0.5,2,1,0.525390625,29
7,1,2,0,1.087890625,29
14,1,2,1,0.57421875,29
0,0.5,1,0,0.53125,29
0,1,1,0,1.212890625,29
0,1,1,1,0.8984375,29
0,0.5,1,0,0.548828125,29
28,0.5,2,1,0.498046875,29
0,0.5,1,0,0.685546875,29
0,0.5,1,0,0.630859375,29
21,1,2,1,0.560546875,29
0,1,1,0,1.234375,29
0,1,1,0,0.65625,29
14,0.5,2,1,0.93359375,29
0,0.5,1,1,0.87109375,29
0,0.5,1,0,0.58984375,29
0,0.5,1,0,0.548828125,29
28,1,2,1,0.48828125,29
0,1,1,0,0.599609375,29
0,1,1,0,0.62109375,29
0,1,1,0,0.517578125,29
0,1,1,1,0.72265625,29
21,0.5,2,1,0.51953125,29
7,0.5,2,1,0.572265625,29
0,1,1,0,0.5859375,30
42,1,2,1,0.427734375,30
28,1,2,1,0.5234375,30
7,0.5,2,0,0.611328125,30
0,1,1,0,0.55078125,30
0,0.5,1,0,0.49609375,30
0,1,1,0,0.49609375,30
0,0.5,1,0,0.517578125,30
0,1,1,0,0.72265625,30
7,1,2,1,1.021484375,30
0,0.5,1,0,0.703125,30
0,1,1,0,0.69921875,30
35,0.5,2,1,0.54296875,30
28,1,2,1,0.498046875,30
0,1,1,0,0.60546875,30
7,1,2,0,0.48828125,30
0,1,1,0,0.53515625,30
42,1,2,1,0.42578125,30
0,1,1,0,0.671875,30
0,0.5,1,0,0.611328125,30
28,0.5,2,1,0.4765625,30
21,1,2,1,0.525390625,30
21,0.5,2,0,0.654296875,30
28,0.5,2,1,0.54296875,30
0,0.5,1,0,0.572265625,30
35,1,2,1,0.5234375,30
14,1,2,1,0.859375,30
42,1,2,1,0.587890625,30
14,1,2,1,0.8203125,30
7,1,2,0,0.697265625,30
0,1,1,0,1.13671875,30
0,0.5,1,0,0.76953125,30
21,0.5,2,1,0.724609375,30
42,0.5,2,1,0.611328125,30
14,1,2,0,0.95703125,30
7,1,2,0,0.76171875,30
0,0.5,1,0,0.759765625,30
35,1,2,1,0.576171875,30
35,1,2,1,0.580078125,30
14,0.5,2,0,1.3671875,30
0,0.5,1,0,0.787109375,30
21,0.5,2,1,0.759765625,30
21,0.5,2,1,0.7265625,30
21,1,2,1,0.7265625,30
21,0.5,2,1,0.9609375,30
7,1,2,0,0.662109375,30
28,0.5,2,1,0.70703125,30
42,1,2,1,0.56640625,30
0,1,1,0,0.6640625,30
14,0.5,2,0,1.29296875,30
14,1,2,1,1.052734375,30
28,0.5,2,1,0.697265625,30
28,1,2,1,0.6171875,30
0,0.5,1,0,0.775390625,30
42,1,2,1,0.5859375,30
28,1,2,1,0.552734375,30
0,1,1,0,0.708984375,30
0,1,1,0,0.666015625,30
0,1,1,0,0.65625,30
0,0.5,1,0,0.65234375,30
28,1,2,1,0.546875,30
14,0.5,2,0,0.7890625,30
35,0.5,2,1,0.67578125,30
21,1,2,1,0.634765625,30
0,0.5,1,0,0.79296875,30
28,1,2,1,0.603515625,30
21,0.5,2,1,0.755859375,30
0,0.5,1,0,0.740234375,30
0,0.5,1,0,0.740234375,30
21,0.5,2,1,0.615234375,30
0,1,1,0,0.78125,30
0,0.5,1,0,0.966796875,30
0,0.5,1,0,0.611328125,30
0,1,1,0,0.603515625,30
21,1,2,1,0.74609375,30
0,1,1,0,0.73046875,30
28,1,2,1,0.623046875,30
0,1,1,0,0.708984375,30
0,1,1,0,1.74609375,30
28,0.5,2,1,0.638671875,30
35,1,2,1,0.58984375,30
35,0.5,2,1,0.76953125,30
0,1,1,0,0.666015625,30
0,0.5,1,0,0.685546875,30
21,0.5,2,1,0.841796875,30
21,1,2,1,0.56640625,30
7,1,2,0,0.611328125,30
28,0.5,2,1,1.16796875,30
0,0.5,1,0,1.626953125,30
0,0.5,1,0,0.65234375,30
0,0.5,1,0,0.666015625,30
0,1,1,0,1.201171875,30
28,0.5,2,0,0.802734375,30
7,0.5,2,0,0.736328125,30
0,0.5,1,0,0.669921875,30
0,0.5,1,0,0.587890625,30
7,1,2,0,0.447265625,30
0,1,1,0,1.267578125,30
35,0.5,2,1,0.580078125,30
35,0.5,2,1,0.61328125,30
0,1,1,0,0.66015625,30
14,1,2,1,0.54296875,30
28,1,2,1,0.908203125,30
35,0.5,2,1,0.59375,30
0,1,1,0,0.591796875,30
14,1,2,1,0.5625,30
7,0.5,2,0,0.67578125,30
28,1,2,1,0.54296875,30
35,1,2,1,0.59375,30
0,1,1,0,0.619140625,30
0,0.5,1,0,0.587890625,30
42,0.5,2,1,0.560546875,30
35,1,2,1,0.478515625,30
0,1,1,0,0.580078125,30
35,0.5,2,1,0.48046875,30
0,0.5,1,0,0.783203125,30
0,0.5,1,0,0.88671875,30
7,1,2,0,0.4375,30
0,0.5,1,0,0.6484375,30
7,0.5,2,0,0.966796875,30
7,0.5,2,0,0.41015625,30
7,0.5,2,0,0.51171875,30
21,1,2,1,0.615234375,30
28,1,2,1,0.498046875,30
0,0.5,1,0,0.619140625,30
28,0.5,2,1,0.802734375,30
28,0.5,2,1,0.546875,30
21,1,2,1,0.53515625,30
14,0.5,2,1,1.078125,30
21,1,2,1,0.71484375,30
21,1,2,1,0.59375,30
35,0.5,2,1,0.798828125,30
28,0.5,2,1,0.658203125,30
0,0.5,1,0,0.669921875,30
0,1,1,0,0.759765625,30
35,1,2,1,0.828125,30
0,1,1,0,0.73828125,30
0,0.5,1,0,0.71875,30
21,0.5,2,1,1.091796875,30
0,0.5,1,0,0.607421875,30
28,0.5,2,1,0.69140625,30
21,0.5,2,1,1.060546875,30
21,1,2,1,0.701171875,30
0,1,1,0,0.71484375,30
0,1,1,0,0.673828125,30
0,1,1,0,0.689453125,30
21,0.5,2,1,0.720703125,30
0,1,1,0,0.759765625,30
0,0.5,1,0,0.74609375,30
21,0.5,2,1,0.720703125,30
35,0.5,2,1,0.75,30
21,0.5,2,1,0.689453125,30
0,0.5,1,0,0.642578125,30
7,1,2,0,0.931640625,30
0,0.5,1,0,0.732421875,30
0,0.5,1,0,0.685546875,30
0,1,1,0,0.693359375,30
7,1,2,0,0.900390625,30
14,0.5,2,1,2.7421875,30
0,0.5,1,0,0.798828125,30
42,1,2,1,0.66796875,30
0,0.5,1,0,1.255859375,30
35,1,2,1,0.759765625,30
0,0.5,1,0,0.751953125,30
7,0.5,2,0,1.21484375,30
0,1,1,0,0.892578125,30
42,1,2,1,0.525390625,30
0,0.5,1,0,0.71875,30
14,1,2,1,0.734375,30
0,0.5,1,0,0.6953125,30
14,0.5,2,0,0.853515625,30
21,0.5,2,1,0.681640625,30
0,1,1,0,1.103515625,30
42,1,2,1,0.69140625,30
0,0.5,1,0,1.103515625,30
0,1,1,0,1.857421875,30
0,0.5,1,0,1.078125,30
0,1,1,0,0.880859375,30
0,0.5,1,0,0.8515625,30
14,1,2,1,0.634765625,30
14,0.5,2,1,2.048828125,30
14,0.5,2,0,2.1796875,30
0,0.5,1,0,0.791015625,30
7,1,2,0,0.76171875,30
0,1,1,0,0.76171875,30
0,1,1,0,0.693359375,30
14,1,2,1,1.330078125,30
0,0.5,1,0,0.6171875,30
42,0.5,2,1,0.611328125,30
42,0.5,2,1,0.552734375,30
0,1,1,0,0.666015625,30
0,0.5,1,0,0.474609375,30
0,0.5,1,0,0.669921875,30
0,0.5,1,0,0.548828125,30
0,1,1,0,0.88671875,30
0,0.5,1,0,0.6015625,30
35,0.5,2,1,0.513671875,30
0,0.5,1,0,0.580078125,30
0,1,1,0,0.62890625,30
0,1,1,0,0.669921875,30
28,0.5,2,0,0.5625,30
0,0.5,1,0,0.91796875,30
42,1,2,1,0.51171875,30
0,1,1,0,1.1640625,30
0,0.5,1,0,0.703125,30
28,1,2,1,0.578125,30
7,0.5,2,0,0.7265625,30
14,1,2,1,0.66015625,30
0,0.5,1,0,0.72265625,30
0,0.5,1,0,0.66796875,30
0,0.5,1,0,0.64453125,30
0,1,1,0,0.666015625,30
35,0.5,2,1,0.685546875,30
7,1,2,0,1.146484375,30
0,1,1,0,0.99609375,30
7,1,2,1,1.740234375,30
14,0.5,2,1,0.9140625,30
21,1,2,1,0.755859375,30
0,1,1,0,0.8828125,30
0,1,1,0,0.966796875,30
14,1,2,1,1.25,30
0,1,1,1,0.98046875,30
0,1,1,0,1.671875,30
0,0.5,1,0,0.701171875,30
0,1,1,0,0.572265625,30
0,0.5,1,0,0.771484375,30
0,1,1,0,0.818359375,30
7,0.5,2,0,0.697265625,30
0,0.5,1,0,0.96875,30
0,1,1,0,1.017578125,30
0,1,1,0,0.853515625,30
21,1,2,1,0.830078125,30
28,0.5,2,1,0.818359375,30
35,1,2,1,0.64453125,30
7,0.5,2,0,0.92578125,30
28,0.5,2,1,0.71875,30
21,1,2,1,0.681640625,30
0,1,1,0,0.7890625,30
0,1,1,0,0.828125,30
0,1,1,0,0.611328125,30
28,1,2,1,0.568359375,30
0,0.5,1,0,0.833984375,30
0,0.5,1,0,0.6640625,30
0,1,1,0,0.556640625,30
42,0.5,2,1,0.720703125,30
14,0.5,2,0,1.142578125,30
0,0.5,1,0,0.763671875,30
0,1,1,1,1.26171875,30
35,1,2,1,1.134765625,30
14,1,2,1,1.033203125,30
0,1,1,0,1.951171875,30
42,1,2,1,0.876953125,30
